ags	name_reference	source_page_left	source_row	eligible_voters	without_certificate	with_certificate	number_voters	invalid_votes	valid_votes	cdu	spd	fdp	ssw	dkp	dgl	gruene	fp	fsu	einzelbewerber_llsh
01062056	POELITZ	114	8	756	724	32	621	5	616	317	280	7	0	1	2	9	0	0	0
01062058	RAUSDORF	114	9	153	139	14	132	0	132	79	34	6	0	0	0	13	0	0	0
01062059	REHHORST	114	10	430	410	20	354	0	354	193	150	1	0	0	1	9	0	0	0
01062060	REINBEK, STADT	114	11	18379	16247	2132	14013	37	13976	6771	6055	370	0	17	0	763	0	0	0
01062061	REINFELD (HOLSTEIN), STADT	114	12	5465	5013	452	4368	13	4355	2068	2068	86	0	2	18	113	0	0	0
01062062	RETHWISCH	114	13	663	631	32	531	4	527	270	236	4	0	0	5	12	0	0	0
01062065	RUEMPEL	114	14	666	618	48	541	6	535	291	219	5	0	0	3	17	0	0	0
01062069	SIEK	114	15	1271	1172	99	1029	2	1027	580	380	35	0	0	0	32	0	0	0
01062071	STAPELFELD	114	16	980	915	65	811	5	806	451	315	10	0	0	0	30	0	0	0
01062076	TANGSTEDT	114	17	4161	3781	380	3338	11	3327	1709	1417	84	0	1	15	101	0	0	0
01062078	TODENDORF	114	18	723	671	52	590	1	589	316	254	8	0	0	2	9	0	0	0
01062081	TREMSBUETTEL	114	19	1031	981	50	849	2	847	401	375	21	0	2	7	41	0	0	0
01062082	TRITTAU	114	20	4470	4150	320	3453	7	3446	1827	1354	113	0	5	0	147	0	0	0
01062083	WESTERAU	114	21	534	505	29	451	2	449	195	224	7	0	1	5	17	0	0	0
01062086	WITZHAVE	114	22	682	620	62	552	1	551	291	233	14	0	0	0	13	0	0	0
01062087	ZARPEN	114	23	1025	964	61	824	3	821	400	380	20	0	0	4	17	0	0	0
01062088	BRUNSBEK	114	24	923	868	55	794	2	792	433	297	19	0	0	0	43	0	0	0
01062089	LASBEK	114	25	759	729	30	648	3	645	372	240	11	0	0	3	19	0	0	0
01062090	AMMERSBEK	116	1	5911	5382	529	4648	18	4630	2249	1976	155	0	8	0	242	0	0	0
01062091	STEINBURG	116	2	1533	1441	92	1248	2	1246	601	582	21	0	0	5	37	0	0	0
01062092	TRAVENBRUECK	116	3	960	905	55	807	1	806	419	340	9	0	0	8	30	0	0	0
01062093	FELDHORST	116	4	324	309	15	243	0	243	153	64	8	0	1	2	15	0	0	0
01062094	WESENBERG	116	5	466	436	30	395	2	393	253	129	8	0	0	0	3	0	0	0
